ImageJND_SRC01_100.npy,ImageJND_SRC01_099.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_098.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_097.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_096.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_095.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_094.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_093.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_092.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_091.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_090.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_089.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_088.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_087.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_086.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_085.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_084.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_083.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_082.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_081.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_080.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_079.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_078.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_077.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_076.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_075.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_074.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_073.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_072.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_071.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_070.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_069.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_068.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_067.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_066.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_065.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_064.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_063.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_062.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_061.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_060.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_059.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_058.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_057.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_056.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_055.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_054.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_053.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_052.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_051.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_050.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_049.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_048.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_047.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_046.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_045.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_044.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_043.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_042.npy,0
ImageJND_SRC01_100.npy,ImageJND_SRC01_041.npy,0.033333333
ImageJND_SRC01_100.npy,ImageJND_SRC01_040.npy,0.033333333
ImageJND_SRC01_100.npy,ImageJND_SRC01_039.npy,0.033333333
ImageJND_SRC01_100.npy,ImageJND_SRC01_038.npy,0.066666667
ImageJND_SRC01_100.npy,ImageJND_SRC01_037.npy,0.1
ImageJND_SRC01_100.npy,ImageJND_SRC01_036.npy,0.1
ImageJND_SRC01_100.npy,ImageJND_SRC01_035.npy,0.166666667
ImageJND_SRC01_100.npy,ImageJND_SRC01_034.npy,0.166666667
ImageJND_SRC01_100.npy,ImageJND_SRC01_033.npy,0.166666667
